month,state_norm,district_resolved,demo_age_5_17,demo_age_17_
September 2025,gujarat,porbandar,242,2455
September 2025,gujarat,rajkot,821,12975
September 2025,gujarat,sabar kantha,11,135
September 2025,gujarat,surat,3026,30609
September 2025,gujarat,surendranagar,8,175
September 2025,gujarat,tapi,426,1830
September 2025,gujarat,vadodara,1753,14497
September 2025,gujarat,valsad,1044,5195
September 2025,haryana,ambala,427,3106
September 2025,haryana,bhiwani,495,2959
September 2025,haryana,charkhi dadri,226,1065
September 2025,haryana,faridabad,1387,10680
September 2025,haryana,fatehabad,424,2346
September 2025,haryana,hisar,744,4671
September 2025,haryana,jhajjar,387,2528
September 2025,haryana,jind,416,2785
September 2025,haryana,kaithal,548,2617
September 2025,haryana,karnal,516,2681
September 2025,haryana,kurukshetra,415,2309
September 2025,haryana,mahendragarh,382,2235
September 2025,haryana,palwal,610,5849
September 2025,haryana,panchkula,388,2173
September 2025,haryana,panipat,726,4474
September 2025,haryana,rewari,676,3417
September 2025,haryana,rohtak,464,2114
September 2025,haryana,sirsa,398,3670
September 2025,haryana,sonipat,700,4593
September 2025,haryana,yamunanagar,10,78
September 2025,himachal pradesh,bilaspur,212,1518
September 2025,himachal pradesh,chamba,390,4601
September 2025,himachal pradesh,hamirpur,202,1427
September 2025,himachal pradesh,kangra,664,7574
September 2025,himachal pradesh,kinnaur,37,304
September 2025,himachal pradesh,kullu,139,2012
September 2025,himachal pradesh,lahaul and spiti,12,29
September 2025,himachal pradesh,mandi,314,3404
September 2025,himachal pradesh,shimla,285,3825
September 2025,himachal pradesh,sirmaur,285,2675
September 2025,himachal pradesh,solan,277,1944
September 2025,himachal pradesh,una,266,3029
September 2025,jammu and kashmir,anantnag,428,2707
September 2025,jammu and kashmir,bandipora,244,1150
September 2025,jammu and kashmir,baramulla,442,3080
September 2025,jammu and kashmir,budgam,295,647
September 2025,jammu and kashmir,doda,55,785
September 2025,jammu and kashmir,ganderbal,107,661
September 2025,jammu and kashmir,jammu,339,5304
September 2025,jammu and kashmir,kathua,165,2228
September 2025,jammu and kashmir,kishtwar,41,361
September 2025,jammu and kashmir,kulgam,151,602
September 2025,jammu and kashmir,kupwara,506,2784
September 2025,jammu and kashmir,pulwama,164,1257
September 2025,jammu and kashmir,rajouri,272,2223
September 2025,jammu and kashmir,ramban,121,663
September 2025,jammu and kashmir,reasi,80,646
September 2025,jammu and kashmir,samba,101,511
September 2025,jammu and kashmir,srinagar,319,4151
September 2025,jammu and kashmir,udhampur,90,1576
September 2025,jharkhand,bokaro,888,8490
September 2025,jharkhand,chatra,898,9195
September 2025,jharkhand,deoghar,718,8073
September 2025,jharkhand,dhanbad,924,12362
September 2025,jharkhand,dumka,719,9941
September 2025,jharkhand,east singhbum,696,8827
September 2025,jharkhand,garhwa,740,7249
September 2025,jharkhand,giridih,1759,12127
September 2025,jharkhand,godda,566,8694
September 2025,jharkhand,gumla,745,8798
September 2025,jharkhand,hazaribagh,1126,9840
September 2025,jharkhand,jamtara,273,5655
September 2025,jharkhand,khunti,223,3600
September 2025,jharkhand,koderma,311,2973
September 2025,jharkhand,latehar,634,6949
September 2025,jharkhand,lohardaga,290,2521
September 2025,jharkhand,pakur,606,6971
September 2025,jharkhand,palamu,1664,13095
September 2025,jharkhand,ramgarh,471,4428
September 2025,jharkhand,ranchi,1279,12635
September 2025,jharkhand,sahebganj,1081,12373
September 2025,jharkhand,saraikela kharsawan,390,6197
September 2025,jharkhand,simdega,379,5607
September 2025,jharkhand,west singhbhum,1030,13849
September 2025,karnataka,bagalkote,1280,5770
September 2025,karnataka,ballari,279,1848
September 2025,karnataka,belagavi,1000,5653
September 2025,karnataka,bengaluru rural,4,20
September 2025,karnataka,bengaluru south,56,544
September 2025,karnataka,bidar,683,4804
September 2025,karnataka,chamarajanagar,345,2465
September 2025,karnataka,chikkaballapura,380,3838
September 2025,karnataka,chikkamagaluru,178,1266
September 2025,karnataka,chitradurga,436,4794
September 2025,karnataka,dakshina kannada,882,6922
September 2025,karnataka,davanagere,562,5046
September 2025,karnataka,dharwad,876,5270
September 2025,karnataka,gadag,614,3219
September 2025,karnataka,hassan,508,5044
September 2025,karnataka,haveri,800,4352
September 2025,karnataka,kalaburagi,689,3321
September 2025,karnataka,kodagu,175,1686
September 2025,karnataka,kolar,634,4991
September 2025,karnataka,koppal,720,4828
September 2025,karnataka,mandya,334,4086
September 2025,karnataka,mysuru,406,3968
September 2025,karnataka,raichur,836,6058
September 2025,karnataka,shivamogga,430,2642
September 2025,karnataka,tumakuru,707,6834
September 2025,karnataka,udupi,578,3908
September 2025,karnataka,uttara kannada,380,4161
September 2025,karnataka,vijayanagara,203,1818
September 2025,karnataka,vijayapura,794,3752
September 2025,karnataka,yadgir,779,4038
September 2025,kerala,alappuzha,578,6000
September 2025,kerala,ernakulam,1059,9250
September 2025,kerala,idukki,301,2468
September 2025,kerala,kannur,887,8944
September 2025,kerala,kasaragod,447,4224
September 2025,kerala,kollam,912,8051
September 2025,kerala,kottayam,479,5400
September 2025,kerala,kozhikode,1649,11305
September 2025,kerala,malappuram,1761,17319
September 2025,kerala,palakkad,852,7041
September 2025,kerala,pathanamthitta,482,3787
September 2025,kerala,thiruvananthapuram,1096,9686
September 2025,kerala,thrissur,1144,9779
September 2025,kerala,wayanad,339,2046
September 2025,ladakh,kargil,42,226
September 2025,madhya pradesh,agar malwa,126,865
September 2025,madhya pradesh,alirajpur,444,4039
September 2025,madhya pradesh,anuppur,390,2658
September 2025,madhya pradesh,ashoknagar,535,3256
September 2025,madhya pradesh,balaghat,694,5299
September 2025,madhya pradesh,barwani,952,5773
September 2025,madhya pradesh,betul,1176,4412
September 2025,madhya pradesh,bhind,1239,5883
September 2025,madhya pradesh,bhopal,1094,6622
September 2025,madhya pradesh,burhanpur,379,1554
September 2025,madhya pradesh,chhatarpur,2046,8887
September 2025,madhya pradesh,chhindwara,1052,5534
September 2025,madhya pradesh,damoh,926,5979
September 2025,madhya pradesh,datia,1057,4555
September 2025,madhya pradesh,dewas,594,3636
September 2025,madhya pradesh,dhar,1163,8375
September 2025,madhya pradesh,dindori,380,2911
September 2025,madhya pradesh,guna,631,4923
September 2025,madhya pradesh,gwalior,1553,8224
September 2025,madhya pradesh,harda,162,1210
September 2025,madhya pradesh,indore,1801,11876
September 2025,madhya pradesh,jabalpur,1198,9355
September 2025,madhya pradesh,jhabua,809,6798
September 2025,madhya pradesh,katni,1048,5791
September 2025,madhya pradesh,maihar,27,676
September 2025,madhya pradesh,mandla,588,4284
September 2025,madhya pradesh,mandsaur,928,4262
September 2025,madhya pradesh,mauganj,26,661
September 2025,madhya pradesh,morena,1448,8530
September 2025,madhya pradesh,narmadapuram,70,693
September 2025,madhya pradesh,narsimhapur,87,921
September 2025,madhya pradesh,neemuch,659,3464
September 2025,madhya pradesh,niwari,15,229
September 2025,madhya pradesh,pandhurna,15,168
September 2025,madhya pradesh,panna,689,4595
September 2025,madhya pradesh,raisen,854,4881
September 2025,madhya pradesh,rajgarh,839,3243
September 2025,madhya pradesh,ratlam,737,4909
September 2025,madhya pradesh,rewa,1669,11617
September 2025,madhya pradesh,sagar,1261,8557
September 2025,madhya pradesh,satna,1373,11421
September 2025,madhya pradesh,sehore,375,2023
September 2025,madhya pradesh,seoni,820,7089
September 2025,madhya pradesh,shahdol,628,5042
September 2025,madhya pradesh,shajapur,605,3318
September 2025,madhya pradesh,sheopur,447,3476
September 2025,madhya pradesh,shivpuri,1113,7900
September 2025,madhya pradesh,sidhi,854,8800
September 2025,madhya pradesh,singrauli,1078,7127
September 2025,madhya pradesh,tikamgarh,1054,5748
September 2025,madhya pradesh,ujjain,995,7016
September 2025,madhya pradesh,umaria,380,3294
September 2025,madhya pradesh,vidisha,1002,4058
September 2025,maharashtra,akola,556,3654
September 2025,maharashtra,amravati,963,5919
September 2025,maharashtra,beed,1388,7147
September 2025,maharashtra,bhandara,379,2835
September 2025,maharashtra,buldhana,987,6952
September 2025,maharashtra,chandrapur,530,5191
September 2025,maharashtra,chhatrapati sambhajinagar,241,2413
September 2025,maharashtra,dharashiv,30,554
September 2025,maharashtra,dhule,625,5409
September 2025,maharashtra,gadchiroli,304,2297
September 2025,maharashtra,gondia,616,3754
September 2025,maharashtra,hingoli,584,4179
September 2025,maharashtra,jalgaon,1613,10616
September 2025,maharashtra,jalna,807,5274
September 2025,maharashtra,kolhapur,1107,8130
September 2025,maharashtra,latur,900,6906
September 2025,maharashtra,mumbai,1372,15750
September 2025,maharashtra,mumbai suburban,1761,15677
September 2025,maharashtra,nagpur,1810,13247
September 2025,maharashtra,nanded,1261,10057
September 2025,maharashtra,nandurbar,365,2934
September 2025,maharashtra,nashik,2449,16700
September 2025,maharashtra,palghar,1261,11151
September 2025,maharashtra,parbhani,831,5741
September 2025,maharashtra,pune,4108,33000
September 2025,maharashtra,raigad,342,3529
September 2025,maharashtra,ratnagiri,491,5133
September 2025,maharashtra,sangli,670,6013
September 2025,maharashtra,satara,779,7129
September 2025,maharashtra,sindhudurg,162,2759
September 2025,maharashtra,solapur,1367,11613
September 2025,maharashtra,thane,3624,33138
September 2025,maharashtra,wardha,311,2311
September 2025,maharashtra,washim,277,2609
September 2025,maharashtra,yavatmal,1076,10120
September 2025,manipur,bishnupur,464,2319
September 2025,manipur,chandel,133,645
September 2025,manipur,churachandpur,349,1452
September 2025,manipur,imphal east,499,2320
September 2025,manipur,imphal west,643,2757
September 2025,manipur,jiribam,59,214
September 2025,manipur,kakching,158,824
September 2025,manipur,pherzawl,1,8
September 2025,manipur,senapati,401,1500
September 2025,manipur,tamenglong,146,427
September 2025,manipur,thoubal,695,7309
September 2025,manipur,ukhrul,200,750
September 2025,meghalaya,east garo hills,71,1457
September 2025,meghalaya,east jaintia hills,112,639
September 2025,meghalaya,east khasi hills,355,2861
September 2025,meghalaya,eastern west khasi hills,16,101
September 2025,meghalaya,north garo hills,56,956
September 2025,meghalaya,ri bhoi,225,1751
September 2025,meghalaya,south garo hills,54,541
September 2025,meghalaya,south west garo hills,105,1262
September 2025,meghalaya,south west khasi hills,87,423
September 2025,meghalaya,west garo hills,200,2685
September 2025,meghalaya,west jaintia hills,140,1165
September 2025,meghalaya,west khasi hills,272,1843
September 2025,mizoram,aizawl,193,1694
September 2025,mizoram,champhai,77,546
September 2025,mizoram,hnahthial,2,15
September 2025,mizoram,khawzawl,2,7
September 2025,mizoram,kolasib,107,330
September 2025,mizoram,lawngtlai,69,534
September 2025,mizoram,lunglei,84,595
September 2025,mizoram,mamit,51,314
September 2025,mizoram,saitual,0,30
September 2025,mizoram,serchhip,59,226
September 2025,nagaland,chumoukedima,14,165
September 2025,nagaland,dimapur,101,1111
September 2025,nagaland,kiphire,26,290
September 2025,nagaland,kohima,64,605
September 2025,nagaland,longleng,15,140
September 2025,nagaland,meluri,0,28
September 2025,nagaland,mokokchung,32,487
September 2025,nagaland,mon,108,718
September 2025,nagaland,niuland,5,35
September 2025,nagaland,noklak,13,65
September 2025,nagaland,peren,48,305
September 2025,nagaland,phek,27,332
September 2025,nagaland,shamator,6,84
September 2025,nagaland,tseminyu,2,14
September 2025,nagaland,tuensang,57,594
September 2025,nagaland,wokha,21,198
September 2025,nagaland,zunheboto,40,561
September 2025,odisha,angul,544,5420
September 2025,odisha,balangir,699,5342
September 2025,odisha,bargarh,702,5803
September 2025,odisha,bhadrak,913,5515
September 2025,odisha,boudh,173,1654
September 2025,odisha,cuttack,918,7113
September 2025,odisha,dhenkanal,633,5287
September 2025,odisha,gajapati,409,3140
September 2025,odisha,ganjam,1531,12126
September 2025,odisha,jagatsinghapur,328,3466
September 2025,odisha,jajpur,855,7146
September 2025,odisha,jharsuguda,250,2291
September 2025,odisha,kalahandi,1128,9018
September 2025,odisha,kandhamal,572,4547
September 2025,odisha,kendrapara,646,5772
September 2025,odisha,khordha,889,5694
September 2025,odisha,koraput,1088,9177
September 2025,odisha,malkangiri,529,3401
September 2025,odisha,mayurbhanj,1342,12038
September 2025,odisha,nabarangpur,991,8904
September 2025,odisha,nayagarh,404,3033
September 2025,odisha,nuapada,331,3049
September 2025,odisha,puri,616,5186
September 2025,odisha,rayagada,584,5668
September 2025,odisha,sambalpur,474,4746
September 2025,odisha,sonepur,272,1876
September 2025,odisha,sundargarh,834,7466
September 2025,puducherry,karaikal,615,606
September 2025,puducherry,puducherry,484,2524
September 2025,punjab,amritsar,644,9792
September 2025,punjab,barnala,123,1914
September 2025,punjab,bathinda,413,6155
September 2025,punjab,faridkot,159,1958
September 2025,punjab,fatehgarh sahib,179,2321
September 2025,punjab,fazilka,325,5021
September 2025,punjab,ferozepur,303,3644
September 2025,punjab,gurdaspur,527,7985
September 2025,punjab,hoshiarpur,413,5171
September 2025,punjab,jalandhar,520,7995
September 2025,punjab,kapurthala,226,2805
September 2025,punjab,ludhiana,1069,14581
September 2025,punjab,malerkotla,110,1454
September 2025,punjab,mansa,186,2490
September 2025,punjab,moga,270,3727
September 2025,punjab,pathankot,146,1554
September 2025,punjab,patiala,528,7171
September 2025,punjab,rupnagar,172,1904
September 2025,punjab,sangrur,358,5265
September 2025,punjab,shahid bhagat singh nagar,121,1083
September 2025,punjab,sri muktsar sahib,307,3219
September 2025,punjab,tarn taran,280,5421
September 2025,rajasthan,ajmer,1484,9390
September 2025,rajasthan,alwar,2180,12968
September 2025,rajasthan,banswara,877,10006
September 2025,rajasthan,baran,846,7959
September 2025,rajasthan,barmer,1080,8347
September 2025,rajasthan,bharatpur,1609,10521
September 2025,rajasthan,bhilwara,1210,10159
September 2025,rajasthan,bikaner,1004,6620
September 2025,rajasthan,bundi,779,5521
September 2025,rajasthan,chittorgarh,1204,7431
September 2025,rajasthan,churu,943,5854
September 2025,rajasthan,dausa,832,4474
September 2025,rajasthan,deeg,22,188
September 2025,rajasthan,dholpur,1141,5701
September 2025,rajasthan,dungarpur,889,8133
September 2025,rajasthan,ganganagar,841,6441
September 2025,rajasthan,hanumangarh,679,4678
September 2025,rajasthan,jaipur,2944,23004
September 2025,rajasthan,jaisalmer,258,2189
September 2025,rajasthan,jalore,665,6219
September 2025,rajasthan,jhalawar,908,7892
September 2025,rajasthan,jhunjhunu,1016,7069
September 2025,rajasthan,jodhpur,1555,11802
September 2025,rajasthan,karauli,1136,5817
September 2025,rajasthan,kota,902,8009
September 2025,rajasthan,nagaur,1388,8444
September 2025,rajasthan,pali,842,6416
September 2025,rajasthan,pratapgarh,503,6163
September 2025,rajasthan,rajsamand,737,4467
September 2025,rajasthan,sawai madhopur,688,4672
September 2025,rajasthan,sikar,1263,8565
September 2025,rajasthan,sirohi,664,4159
September 2025,rajasthan,tonk,797,5817
September 2025,rajasthan,udaipur,1339,12835
September 2025,sikkim,mangan,0,13
September 2025,sikkim,namchi,1,90
September 2025,tamil nadu,ariyalur,855,2955
September 2025,tamil nadu,chengalpattu,291,2733
September 2025,tamil nadu,chennai,3431,19824
September 2025,tamil nadu,coimbatore,2475,15857
September 2025,tamil nadu,cuddalore,2315,11251
September 2025,tamil nadu,dharmapuri,1500,5566
September 2025,tamil nadu,dindigul,1623,8348
September 2025,tamil nadu,erode,1430,9637
September 2025,tamil nadu,kallakurichi,225,1238
September 2025,tamil nadu,kancheepuram,3754,16564
September 2025,tamil nadu,kanniyakumari,1853,7825
September 2025,tamil nadu,karur,711,4054
September 2025,tamil nadu,krishnagiri,1554,7787
September 2025,tamil nadu,madurai,2380,12375
September 2025,tamil nadu,mayiladuthurai,85,542
September 2025,tamil nadu,nagapattinam,959,7265
September 2025,tamil nadu,namakkal,1396,6502
September 2025,tamil nadu,perambalur,527,2363
September 2025,tamil nadu,pudukkottai,1542,7809
September 2025,tamil nadu,ramanathapuram,878,5632
September 2025,tamil nadu,ranipet,30,218
September 2025,tamil nadu,salem,3246,15131
September 2025,tamil nadu,sivaganga,1030,5088
September 2025,tamil nadu,tenkasi,315,1311
September 2025,tamil nadu,thanjavur,2590,10804
September 2025,tamil nadu,the nilgiris,376,2438
September 2025,tamil nadu,theni,965,5941
September 2025,tamil nadu,thiruvallur,3120,17910
September 2025,tamil nadu,thiruvarur,997,6202
September 2025,tamil nadu,thoothukkudi,1373,7212
September 2025,tamil nadu,tiruchirappalli,1990,10624
September 2025,tamil nadu,tirunelveli,3030,10872
September 2025,tamil nadu,tirupathur,142,1319
September 2025,tamil nadu,tiruppur,2089,10033
September 2025,tamil nadu,tiruvannamalai,2277,9872
September 2025,tamil nadu,vellore,2584,13709
September 2025,tamil nadu,viluppuram,2478,12967
September 2025,tamil nadu,virudhunagar,1443,7247
September 2025,telangana,adilabad,684,6817
September 2025,telangana,bhadradri kothagudem,809,5353
September 2025,telangana,hanumakonda,246,4085
September 2025,telangana,hyderabad,2648,19192
September 2025,telangana,jagitial,249,3053
September 2025,telangana,jangoan,233,4526
September 2025,telangana,jayashankar bhupalapally,172,2872
September 2025,telangana,jogulamba gadwal,503,3353
September 2025,telangana,kamareddy,380,3482
September 2025,telangana,karimnagar,1089,13977
September 2025,telangana,khammam,1205,8831
September 2025,telangana,mahabubabad,312,4069
September 2025,telangana,mahabubnagar,2201,12836
September 2025,telangana,mancherial,341,4784
September 2025,telangana,medak,1142,10820
September 2025,telangana,medchal malkajgiri,1419,10397
September 2025,telangana,mulugu,143,2106
September 2025,telangana,nagarkurnool,378,4657
September 2025,telangana,nalgonda,967,13406
September 2025,telangana,narayanpet,476,4165
September 2025,telangana,nirmal,627,6161
September 2025,telangana,nizamabad,975,8800
