month,state_norm,district_resolved,age_0_5,age_5_17,age_18_greater
November 2025,uttar pradesh,firozabad,887,670,35
November 2025,uttar pradesh,gautam buddha nagar,1320,1022,45
November 2025,uttar pradesh,ghaziabad,2356,1753,51
November 2025,uttar pradesh,ghazipur,1018,1636,18
November 2025,uttar pradesh,gonda,1629,1273,24
November 2025,uttar pradesh,gorakhpur,1534,2063,29
November 2025,uttar pradesh,hamirpur,572,357,5
November 2025,uttar pradesh,hapur,679,366,7
November 2025,uttar pradesh,hardoi,1929,1741,63
November 2025,uttar pradesh,hathras,827,503,24
November 2025,uttar pradesh,jalaun,726,583,17
November 2025,uttar pradesh,jaunpur,1079,1984,32
November 2025,uttar pradesh,jhansi,1369,651,20
November 2025,uttar pradesh,kannauj,715,757,18
November 2025,uttar pradesh,kanpur dehat,748,569,10
November 2025,uttar pradesh,kanpur nagar,2186,2114,66
November 2025,uttar pradesh,kasganj,639,519,18
November 2025,uttar pradesh,kaushambi,1076,580,16
November 2025,uttar pradesh,kheri,1984,1954,58
November 2025,uttar pradesh,kushinagar,1171,1547,6
November 2025,uttar pradesh,lalitpur,1037,326,3
November 2025,uttar pradesh,lucknow,2678,1910,108
November 2025,uttar pradesh,mahoba,544,181,1
November 2025,uttar pradesh,mahrajganj,921,1461,58
November 2025,uttar pradesh,mainpuri,903,1023,15
November 2025,uttar pradesh,mathura,1497,1258,17
November 2025,uttar pradesh,mau,666,1134,14
November 2025,uttar pradesh,meerut,2600,1574,41
November 2025,uttar pradesh,mirzapur,909,1046,4
November 2025,uttar pradesh,moradabad,2710,780,22
November 2025,uttar pradesh,muzaffarnagar,1667,1146,14
November 2025,uttar pradesh,pilibhit,1155,521,37
November 2025,uttar pradesh,pratapgarh,1473,878,2
November 2025,uttar pradesh,prayagraj,240,177,36
November 2025,uttar pradesh,rae bareli,1506,825,11
November 2025,uttar pradesh,rampur,1709,898,50
November 2025,uttar pradesh,saharanpur,2678,868,8
November 2025,uttar pradesh,sambhal,1133,875,25
November 2025,uttar pradesh,sant kabir nagar,793,880,20
November 2025,uttar pradesh,shahjahanpur,1520,1161,55
November 2025,uttar pradesh,shamli,1678,754,11
November 2025,uttar pradesh,shrawasti,312,529,30
November 2025,uttar pradesh,siddharthnagar,900,1893,68
November 2025,uttar pradesh,sitapur,2013,1695,131
November 2025,uttar pradesh,sonbhadra,724,506,4
November 2025,uttar pradesh,sultanpur,1199,947,9
November 2025,uttar pradesh,unnao,2384,1063,50
November 2025,uttar pradesh,varanasi,1496,1703,20
November 2025,uttarakhand,almora,358,34,3
November 2025,uttarakhand,bageshwar,217,16,1
November 2025,uttarakhand,chamoli,231,18,0
November 2025,uttarakhand,champawat,177,29,0
November 2025,uttarakhand,dehradun,1356,236,11
November 2025,uttarakhand,haridwar,1141,264,2
November 2025,uttarakhand,nainital,846,87,1
November 2025,uttarakhand,pauri garhwal,388,39,1
November 2025,uttarakhand,pithoragarh,252,36,3
November 2025,uttarakhand,rudraprayag,225,17,0
November 2025,uttarakhand,tehri garhwal,700,81,0
November 2025,uttarakhand,udham singh nagar,1253,231,8
November 2025,uttarakhand,uttarkashi,317,42,0
November 2025,west bengal,alipurduar,136,93,2
November 2025,west bengal,bankura,2984,564,1
November 2025,west bengal,birbhum,3418,472,1
November 2025,west bengal,cooch behar,1317,546,6
November 2025,west bengal,dakshin dinajpur,1004,235,8
November 2025,west bengal,darjeeling,663,302,8
November 2025,west bengal,hooghly,2650,932,10
November 2025,west bengal,howrah,2054,720,0
November 2025,west bengal,jalpaiguri,1219,774,17
November 2025,west bengal,jhargram,184,39,0
November 2025,west bengal,kalimpong,18,22,0
November 2025,west bengal,kolkata,1148,1076,46
November 2025,west bengal,malda,2476,988,1
November 2025,west bengal,murshidabad,7291,1133,3
November 2025,west bengal,nadia,2770,722,34
November 2025,west bengal,north parganas,4974,1304,55
November 2025,west bengal,paschim bardhaman,239,77,3
November 2025,west bengal,paschim medinipur,3439,841,2
November 2025,west bengal,purba bardhaman,649,120,4
November 2025,west bengal,purba medinipur,3170,352,1
November 2025,west bengal,purulia,2527,957,4
November 2025,west bengal,south parganas,6570,2258,10
November 2025,west bengal,uttar dinajpur,3081,1326,27
December 2025,andaman and nicobar islands,nicobars,5,1,0
December 2025,andaman and nicobar islands,north and middle andaman,39,1,0
December 2025,andaman and nicobar islands,south andamans,53,2,0
December 2025,andhra pradesh,alluri sitharama raju,228,11,8
December 2025,andhra pradesh,anakapalli,122,0,4
December 2025,andhra pradesh,ananthapuramu,1031,52,2
December 2025,andhra pradesh,annamayya,210,8,21
December 2025,andhra pradesh,bapatla,100,13,5
December 2025,andhra pradesh,chittoor,1419,78,13
December 2025,andhra pradesh,dr b r ambedkar konaseema,141,2,3
December 2025,andhra pradesh,east godavari,1468,56,1
December 2025,andhra pradesh,eluru,123,6,4
December 2025,andhra pradesh,guntur,2155,112,11
December 2025,andhra pradesh,kakinada,205,13,5
December 2025,andhra pradesh,krishna,1300,65,6
December 2025,andhra pradesh,kurnool,2233,109,7
December 2025,andhra pradesh,nandyal,181,5,1
December 2025,andhra pradesh,palnadu,205,11,6
December 2025,andhra pradesh,parvathipuram manyam,93,2,2
December 2025,andhra pradesh,prakasam,1194,107,3
December 2025,andhra pradesh,sri potti sriramulu nellore,115,77,47
December 2025,andhra pradesh,sri sathya sai,200,4,6
December 2025,andhra pradesh,srikakulam,772,14,2
December 2025,andhra pradesh,tirupati,226,87,48
December 2025,andhra pradesh,visakhapatnam,1740,63,7
December 2025,andhra pradesh,vizianagaram,724,13,0
December 2025,andhra pradesh,west godavari,1103,35,5
December 2025,arunachal pradesh,anjaw,3,0,0
December 2025,arunachal pradesh,changlang,56,6,0
December 2025,arunachal pradesh,dibang valley,1,0,0
December 2025,arunachal pradesh,east kameng,9,13,0
December 2025,arunachal pradesh,east siang,7,9,0
December 2025,arunachal pradesh,kamle,1,1,0
December 2025,arunachal pradesh,kra daadi,1,8,0
December 2025,arunachal pradesh,kurung kumey,2,2,0
December 2025,arunachal pradesh,leparada,0,1,0
December 2025,arunachal pradesh,lohit,37,11,0
December 2025,arunachal pradesh,longding,5,6,0
December 2025,arunachal pradesh,lower dibang valley,10,5,0
December 2025,arunachal pradesh,lower siang,0,1,0
December 2025,arunachal pradesh,lower subansiri,7,4,0
December 2025,arunachal pradesh,namsai,21,7,0
December 2025,arunachal pradesh,papum pare,24,25,0
December 2025,arunachal pradesh,shi yomi,0,2,0
December 2025,arunachal pradesh,siang,2,0,0
December 2025,arunachal pradesh,tawang,12,6,0
December 2025,arunachal pradesh,tirap,4,6,0
December 2025,arunachal pradesh,upper siang,2,2,0
December 2025,arunachal pradesh,upper subansiri,17,6,0
December 2025,arunachal pradesh,west kameng,16,5,0
December 2025,arunachal pradesh,west siang,17,8,0
December 2025,assam,bajali,5,0,0
December 2025,assam,baksa,303,93,13
December 2025,assam,barpeta,847,219,7
December 2025,assam,biswanath,119,58,8
December 2025,assam,bongaigaon,267,63,40
December 2025,assam,cachar,717,273,43
December 2025,assam,charaideo,87,35,19
December 2025,assam,chirang,216,86,14
December 2025,assam,darrang,741,253,3
December 2025,assam,dhemaji,367,159,41
December 2025,assam,dhubri,948,364,1
December 2025,assam,dibrugarh,275,98,54
December 2025,assam,dima hasao,1,2,0
December 2025,assam,goalpara,531,124,90
December 2025,assam,golaghat,346,189,3
December 2025,assam,hailakandi,379,148,25
December 2025,assam,hojai,306,117,0
December 2025,assam,jorhat,305,83,25
December 2025,assam,kamrup,872,204,44
December 2025,assam,kamrup metro,406,104,32
December 2025,assam,karbi anglong,267,178,43
December 2025,assam,kokrajhar,351,84,0
December 2025,assam,lakhimpur,646,133,48
December 2025,assam,majuli,41,14,0
December 2025,assam,marigaon,815,160,21
December 2025,assam,nagaon,1165,315,15
December 2025,assam,nalbari,349,108,9
December 2025,assam,sonitpur,744,293,472
December 2025,assam,south salmara mancachar,99,24,0
December 2025,assam,sribhumi,20,10,0
December 2025,assam,tinsukia,496,198,419
December 2025,assam,udalguri,339,124,10
December 2025,assam,west karbi anglong,11,5,34
December 2025,bihar,araria,1742,854,17
December 2025,bihar,arwal,134,422,2
December 2025,bihar,aurangabad,663,1247,36
December 2025,bihar,banka,1240,859,3
December 2025,bihar,begusarai,1979,1088,4
December 2025,bihar,bhagalpur,1360,971,5
December 2025,bihar,bhojpur,663,2031,18
December 2025,bihar,buxar,516,809,8
December 2025,bihar,darbhanga,1816,835,5
December 2025,bihar,gaya,1270,3170,39
December 2025,bihar,gopalganj,769,1285,8
December 2025,bihar,jamui,704,548,9
December 2025,bihar,jehanabad,199,598,6
December 2025,bihar,kaimur bhabua,425,465,5
December 2025,bihar,katihar,2009,693,10
December 2025,bihar,khagaria,1209,780,10
December 2025,bihar,kishanganj,1136,234,5
December 2025,bihar,lakhisarai,401,394,2
December 2025,bihar,madhepura,1220,1074,7
December 2025,bihar,madhubani,2116,1592,27
December 2025,bihar,munger,384,509,4
December 2025,bihar,muzaffarpur,1732,1419,108
December 2025,bihar,nalanda,709,1520,9
December 2025,bihar,nawada,463,1460,9
December 2025,bihar,pashchim champaran,11,12,0
December 2025,bihar,patna,1303,2271,43
December 2025,bihar,purbi champaran,15,6,0
December 2025,bihar,purnia,2129,1127,13
December 2025,bihar,rohtas,680,1085,10
December 2025,bihar,saharsa,1080,983,18
December 2025,bihar,samastipur,2560,1632,14
December 2025,bihar,saran,1486,2701,29
December 2025,bihar,sheikhpura,236,279,3
December 2025,bihar,sheohar,601,336,4
December 2025,bihar,sitamarhi,1936,1437,27
December 2025,bihar,siwan,1032,1338,6
December 2025,bihar,supaul,1181,917,23
December 2025,bihar,vaishali,1654,1569,11
December 2025,chandigarh,chandigarh,511,31,8
December 2025,chhattisgarh,balod,340,10,0
December 2025,chhattisgarh,bastar,1992,380,0
December 2025,chhattisgarh,bemetara,552,39,1
December 2025,chhattisgarh,bijapur,761,194,148
December 2025,chhattisgarh,bilaspur,1077,163,1
December 2025,chhattisgarh,dakshin bastar dantewada,304,37,0
December 2025,chhattisgarh,dhamtari,358,13,1
December 2025,chhattisgarh,durg,663,61,1
December 2025,chhattisgarh,gariyaband,246,39,0
December 2025,chhattisgarh,gaurela pendra marwahi,18,1,1
December 2025,chhattisgarh,janjgir champa,792,77,0
December 2025,chhattisgarh,jashpur,364,241,0
December 2025,chhattisgarh,kabeerdham,190,16,0
December 2025,chhattisgarh,khairagarh chhuikhadan gandai,33,16,0
December 2025,chhattisgarh,kondagaon,492,273,0
December 2025,chhattisgarh,korba,534,64,1
December 2025,chhattisgarh,mahasamund,419,77,4
December 2025,chhattisgarh,manendragarh chirmiri bharatpur m c b,38,13,0
December 2025,chhattisgarh,mohla manpur ambagarh chouki,19,20,2
December 2025,chhattisgarh,mungeli,471,41,0
December 2025,chhattisgarh,narayanpur,110,50,8
December 2025,chhattisgarh,raigarh,437,92,0
December 2025,chhattisgarh,raipur,960,69,4
December 2025,chhattisgarh,rajnandgaon,750,59,0
December 2025,chhattisgarh,sakti,65,10,0
December 2025,chhattisgarh,sarangarh bilaigarh,67,8,0
December 2025,chhattisgarh,sukma,254,164,7
December 2025,chhattisgarh,surajpur,484,171,4
December 2025,chhattisgarh,surguja,563,135,0
December 2025,chhattisgarh,uttar bastar kanker,207,40,0
December 2025,delhi,new delhi,27,16,0
December 2025,delhi,north east,271,55,0
December 2025,delhi,shahdara,52,24,2
December 2025,goa,north goa,166,12,17
December 2025,goa,south goa,108,12,6
December 2025,gujarat,ahmedabad,2504,672,138
December 2025,gujarat,amreli,766,62,27
December 2025,gujarat,anand,1004,82,126
December 2025,gujarat,arvalli,382,24,24
December 2025,gujarat,banas kantha,2050,488,75
December 2025,gujarat,bharuch,785,90,14
December 2025,gujarat,bhavnagar,1194,99,33
December 2025,gujarat,botad,181,13,17
December 2025,gujarat,chhotaudepur,295,42,27
December 2025,gujarat,dahod,657,223,9
December 2025,gujarat,devbhumi dwarka,247,27,8
December 2025,gujarat,gandhinagar,648,87,123
December 2025,gujarat,gir somnath,423,33,17
December 2025,gujarat,jamnagar,744,55,14
December 2025,gujarat,junagadh,1027,62,4
December 2025,gujarat,kachchh,1144,212,33
December 2025,gujarat,kheda,886,108,41
December 2025,gujarat,mahesana,873,79,61
December 2025,gujarat,mahisagar,312,22,10
December 2025,gujarat,morbi,326,59,19
December 2025,gujarat,narmada,254,15,5
December 2025,gujarat,navsari,310,19,2
December 2025,gujarat,panch mahals,14,2,0
December 2025,gujarat,patan,497,75,25
December 2025,gujarat,porbandar,237,12,9
December 2025,gujarat,rajkot,1398,184,26
December 2025,gujarat,sabar kantha,28,4,0
December 2025,gujarat,surat,2146,467,62
December 2025,gujarat,surendranagar,26,3,0
December 2025,gujarat,tapi,232,15,26
December 2025,gujarat,vadodara,1554,243,36
December 2025,gujarat,valsad,1064,106,13
December 2025,haryana,ambala,531,7,4
December 2025,haryana,bhiwani,706,29,0
December 2025,haryana,charkhi dadri,140,5,0
December 2025,haryana,faridabad,933,175,8
December 2025,haryana,fatehabad,522,13,1
December 2025,haryana,hisar,830,15,0
December 2025,haryana,jhajjar,459,15,3
December 2025,haryana,jind,659,10,0
December 2025,haryana,kaithal,497,10,0
December 2025,haryana,karnal,852,33,3
December 2025,haryana,kurukshetra,401,8,0
December 2025,haryana,mahendragarh,565,31,1
December 2025,haryana,palwal,896,60,0
December 2025,haryana,panchkula,276,13,1
December 2025,haryana,panipat,635,37,1
December 2025,haryana,rewari,445,15,0
December 2025,haryana,rohtak,522,21,0
December 2025,haryana,sirsa,666,34,0
December 2025,haryana,sonipat,728,31,1
December 2025,haryana,yamunanagar,10,1,0
December 2025,himachal pradesh,bilaspur,204,2,0
December 2025,himachal pradesh,chamba,292,10,1
December 2025,himachal pradesh,hamirpur,229,2,1
December 2025,himachal pradesh,kangra,613,5,4
December 2025,himachal pradesh,kinnaur,31,4,0
December 2025,himachal pradesh,kullu,180,14,9
December 2025,himachal pradesh,lahaul and spiti,7,0,0
December 2025,himachal pradesh,mandi,483,4,0
December 2025,himachal pradesh,shimla,244,21,3
December 2025,himachal pradesh,sirmaur,243,13,1
December 2025,himachal pradesh,solan,184,8,3
December 2025,himachal pradesh,una,218,4,0
December 2025,jammu and kashmir,anantnag,633,52,6
December 2025,jammu and kashmir,bandipora,276,51,2
December 2025,jammu and kashmir,baramulla,1021,77,1
December 2025,jammu and kashmir,budgam,190,8,3
December 2025,jammu and kashmir,doda,880,85,5
December 2025,jammu and kashmir,ganderbal,171,5,2
December 2025,jammu and kashmir,jammu,821,108,3
December 2025,jammu and kashmir,kathua,846,55,1
December 2025,jammu and kashmir,kishtwar,313,33,1
December 2025,jammu and kashmir,kulgam,236,37,0
December 2025,jammu and kashmir,kupwara,472,58,0
December 2025,jammu and kashmir,pulwama,405,16,1
December 2025,jammu and kashmir,rajouri,517,86,0
December 2025,jammu and kashmir,ramban,484,96,1
December 2025,jammu and kashmir,reasi,331,88,4
December 2025,jammu and kashmir,samba,129,7,0
December 2025,jammu and kashmir,srinagar,502,42,14
December 2025,jammu and kashmir,udhampur,782,55,0
December 2025,jharkhand,bokaro,719,357,4
December 2025,jharkhand,chatra,518,467,5
December 2025,jharkhand,deoghar,933,589,12
December 2025,jharkhand,dhanbad,791,373,17
December 2025,jharkhand,dumka,434,391,2
December 2025,jharkhand,east singhbum,1593,285,18
December 2025,jharkhand,garhwa,925,248,1
December 2025,jharkhand,giridih,1432,944,4
December 2025,jharkhand,godda,590,299,1
December 2025,jharkhand,gumla,682,264,18
December 2025,jharkhand,hazaribagh,771,289,0
December 2025,jharkhand,jamtara,521,163,4
December 2025,jharkhand,khunti,206,102,0
December 2025,jharkhand,koderma,430,186,1
December 2025,jharkhand,latehar,366,131,1
December 2025,jharkhand,lohardaga,603,85,0
December 2025,jharkhand,pakur,207,56,0
December 2025,jharkhand,palamu,1183,307,15
December 2025,jharkhand,ramgarh,298,155,0
December 2025,jharkhand,ranchi,965,328,51
December 2025,jharkhand,sahebganj,699,308,3
December 2025,jharkhand,saraikela kharsawan,647,204,4
December 2025,jharkhand,simdega,211,61,0
December 2025,jharkhand,west singhbhum,769,376,4
December 2025,karnataka,bagalkote,1771,145,13
December 2025,karnataka,ballari,514,48,10
December 2025,karnataka,belagavi,1452,109,7
December 2025,karnataka,bengaluru south,6,60,1
December 2025,karnataka,bidar,781,102,4
December 2025,karnataka,chamarajanagar,446,23,0
December 2025,karnataka,chikkaballapura,638,56,9
December 2025,karnataka,chikkamagaluru,251,20,0
December 2025,karnataka,chitradurga,1313,86,8
December 2025,karnataka,dakshina kannada,1317,83,2
December 2025,karnataka,davanagere,1607,73,3
December 2025,karnataka,dharwad,870,42,0
December 2025,karnataka,gadag,673,52,0
December 2025,karnataka,hassan,755,39,1
December 2025,karnataka,haveri,970,38,10
December 2025,karnataka,kalaburagi,741,100,0
December 2025,karnataka,kodagu,303,10,0
December 2025,karnataka,kolar,709,50,3
December 2025,karnataka,koppal,1117,96,14
December 2025,karnataka,mandya,863,34,0
December 2025,karnataka,mysuru,610,48,4
December 2025,karnataka,raichur,1763,312,18
December 2025,karnataka,shivamogga,526,34,4
December 2025,karnataka,tumakuru,1422,77,0
December 2025,karnataka,udupi,606,29,6
December 2025,karnataka,uttara kannada,634,30,2
December 2025,karnataka,vijayanagara,381,32,10
December 2025,karnataka,vijayapura,780,101,17
December 2025,karnataka,yadgir,951,243,5
December 2025,kerala,alappuzha,456,134,42
December 2025,kerala,ernakulam,679,243,87
December 2025,kerala,idukki,222,44,5
December 2025,kerala,kannur,754,246,63
December 2025,kerala,kasaragod,660,144,6
December 2025,kerala,kollam,696,173,26
December 2025,kerala,kottayam,526,151,1
December 2025,kerala,kozhikode,985,305,27
December 2025,kerala,malappuram,2582,642,31
December 2025,kerala,palakkad,1318,212,24
December 2025,kerala,pathanamthitta,304,110,14
December 2025,kerala,thiruvananthapuram,852,229,41
December 2025,kerala,thrissur,751,285,14
December 2025,kerala,wayanad,181,23,3
December 2025,ladakh,kargil,121,12,1
December 2025,madhya pradesh,agar malwa,552,84,23
December 2025,madhya pradesh,alirajpur,561,310,113
December 2025,madhya pradesh,anuppur,779,81,1
December 2025,madhya pradesh,ashoknagar,606,177,18
December 2025,madhya pradesh,balaghat,1215,98,7
December 2025,madhya pradesh,barwani,1314,334,53
December 2025,madhya pradesh,betul,1314,152,18
December 2025,madhya pradesh,bhind,1000,410,7
December 2025,madhya pradesh,bhopal,2003,130,10
December 2025,madhya pradesh,burhanpur,648,95,7
December 2025,madhya pradesh,chhatarpur,2418,570,68
December 2025,madhya pradesh,chhindwara,1813,100,2
December 2025,madhya pradesh,damoh,967,134,1
December 2025,madhya pradesh,datia,645,201,1
December 2025,madhya pradesh,dewas,1433,210,19
December 2025,madhya pradesh,dhar,1780,430,24
December 2025,madhya pradesh,dindori,776,37,0
December 2025,madhya pradesh,guna,1379,292,19
December 2025,madhya pradesh,gwalior,1447,422,57
December 2025,madhya pradesh,harda,486,71,2
December 2025,madhya pradesh,indore,2699,451,81
December 2025,madhya pradesh,jabalpur,2211,221,46
December 2025,madhya pradesh,jhabua,1024,408,29
December 2025,madhya pradesh,katni,1653,466,30
December 2025,madhya pradesh,maihar,91,4,2
December 2025,madhya pradesh,mandla,1182,32,1
December 2025,madhya pradesh,mandsaur,1353,147,6
December 2025,madhya pradesh,mauganj,75,7,0
December 2025,madhya pradesh,morena,2096,657,52
December 2025,madhya pradesh,narmadapuram,132,22,5
December 2025,madhya pradesh,narsimhapur,179,35,0
December 2025,madhya pradesh,neemuch,739,130,2
December 2025,madhya pradesh,niwari,26,1,7
December 2025,madhya pradesh,pandhurna,23,2,0
December 2025,madhya pradesh,panna,960,311,31
December 2025,madhya pradesh,raisen,1472,209,15
December 2025,madhya pradesh,rajgarh,2713,368,14
December 2025,madhya pradesh,ratlam,959,172,25
December 2025,madhya pradesh,rewa,1764,191,12
December 2025,madhya pradesh,sagar,2397,282,57
December 2025,madhya pradesh,satna,1845,281,58
December 2025,madhya pradesh,sehore,1557,221,5
December 2025,madhya pradesh,seoni,1337,94,1
December 2025,madhya pradesh,shahdol,1459,176,1
December 2025,madhya pradesh,shajapur,1472,200,0
December 2025,madhya pradesh,sheopur,929,476,3
December 2025,madhya pradesh,shivpuri,1524,712,19
December 2025,madhya pradesh,sidhi,1170,128,1
December 2025,madhya pradesh,singrauli,1392,146,11
December 2025,madhya pradesh,tikamgarh,1507,263,8
December 2025,madhya pradesh,ujjain,2599,304,5
December 2025,madhya pradesh,umaria,1102,171,21
December 2025,madhya pradesh,vidisha,1507,268,11
December 2025,maharashtra,ahilyanagar,12,1,0
December 2025,maharashtra,akola,699,53,1
December 2025,maharashtra,amravati,1130,106,2
December 2025,maharashtra,beed,881,93,18
December 2025,maharashtra,bhandara,538,5,0
December 2025,maharashtra,buldhana,1148,89,13
December 2025,maharashtra,chandrapur,787,46,5
December 2025,maharashtra,chhatrapati sambhajinagar,92,51,15
December 2025,maharashtra,dharashiv,24,1,0
December 2025,maharashtra,dhule,951,279,12
December 2025,maharashtra,gadchiroli,594,48,2
December 2025,maharashtra,gondia,585,16,3
December 2025,maharashtra,hingoli,546,60,9
December 2025,maharashtra,jalgaon,1749,183,39
December 2025,maharashtra,jalna,976,110,2
December 2025,maharashtra,kolhapur,1329,122,1
December 2025,maharashtra,latur,837,106,4
December 2025,maharashtra,mumbai,2100,452,2
December 2025,maharashtra,mumbai suburban,1752,366,65
December 2025,maharashtra,nagpur,1617,132,63
December 2025,maharashtra,nanded,1424,194,27
December 2025,maharashtra,nandurbar,800,100,6
December 2025,maharashtra,nashik,2815,452,4
December 2025,maharashtra,palghar,1240,278,10
December 2025,maharashtra,parbhani,832,90,10
December 2025,maharashtra,pune,4470,764,172
December 2025,maharashtra,raigad,305,68,16
December 2025,maharashtra,ratnagiri,509,32,9
December 2025,maharashtra,sangli,953,83,1
December 2025,maharashtra,satara,1292,73,25
December 2025,maharashtra,sindhudurg,193,12,3
December 2025,maharashtra,solapur,2060,321,40
December 2025,maharashtra,thane,3710,866,129
December 2025,maharashtra,wardha,539,15,0
December 2025,maharashtra,washim,810,33,0
December 2025,maharashtra,yavatmal,1263,120,38
December 2025,manipur,bishnupur,69,58,0
December 2025,manipur,chandel,34,74,0
December 2025,manipur,churachandpur,113,113,16
December 2025,manipur,imphal east,124,100,0
December 2025,manipur,imphal west,144,90,0
December 2025,manipur,jiribam,9,5,0
December 2025,manipur,kakching,7,8,0
December 2025,manipur,pherzawl,0,2,0
December 2025,manipur,senapati,98,95,4
December 2025,manipur,tamenglong,44,96,0
December 2025,manipur,thoubal,91,135,0
December 2025,manipur,ukhrul,41,30,3
December 2025,meghalaya,east garo hills,3,21,6
December 2025,meghalaya,east jaintia hills,7,23,14
December 2025,meghalaya,east khasi hills,99,191,233
December 2025,meghalaya,eastern west khasi hills,0,16,585
December 2025,meghalaya,north garo hills,9,33,146
December 2025,meghalaya,ri bhoi,16,63,87
December 2025,meghalaya,south garo hills,1,17,0
December 2025,meghalaya,south west garo hills,13,12,19
December 2025,meghalaya,south west khasi hills,10,27,12
December 2025,meghalaya,west garo hills,119,82,31
December 2025,meghalaya,west jaintia hills,25,240,5
December 2025,meghalaya,west khasi hills,19,75,84
December 2025,mizoram,aizawl,65,8,1
December 2025,mizoram,champhai,18,16,2
December 2025,mizoram,khawzawl,0,1,0
December 2025,mizoram,kolasib,13,0,0
December 2025,mizoram,lawngtlai,199,46,0
December 2025,mizoram,lunglei,29,3,7
December 2025,mizoram,mamit,26,5,0
December 2025,mizoram,saitual,1,1,0
December 2025,mizoram,serchhip,9,0,0
December 2025,nagaland,chumoukedima,5,6,0
December 2025,nagaland,dimapur,20,33,1
December 2025,nagaland,kiphire,5,15,1
December 2025,nagaland,kohima,17,18,0
December 2025,nagaland,longleng,1,9,0
December 2025,nagaland,mokokchung,2,20,1
December 2025,nagaland,mon,12,47,2
December 2025,nagaland,niuland,1,0,0
December 2025,nagaland,noklak,0,30,0
December 2025,nagaland,peren,8,0,0
December 2025,nagaland,phek,2,8,0
December 2025,nagaland,shamator,0,19,0
December 2025,nagaland,tseminyu,1,1,0
December 2025,nagaland,tuensang,9,21,0
December 2025,nagaland,wokha,5,15,0
December 2025,nagaland,zunheboto,8,8,0
December 2025,odisha,angul,587,75,2
December 2025,odisha,balangir,896,151,1
December 2025,odisha,bargarh,769,126,1
December 2025,odisha,bhadrak,465,139,2
December 2025,odisha,boudh,172,36,1
December 2025,odisha,cuttack,835,181,3
December 2025,odisha,dhenkanal,607,96,7
December 2025,odisha,gajapati,213,51,5
December 2025,odisha,ganjam,1393,175,2
December 2025,odisha,jagatsinghapur,572,50,1
December 2025,odisha,jajpur,774,151,2
December 2025,odisha,jharsuguda,178,13,0
December 2025,odisha,kalahandi,443,120,16
December 2025,odisha,kandhamal,339,60,0
December 2025,odisha,kendrapara,766,124,0
December 2025,odisha,khordha,804,107,40
December 2025,odisha,koraput,431,154,22
December 2025,odisha,malkangiri,281,45,2
December 2025,odisha,mayurbhanj,718,222,0
December 2025,odisha,nabarangpur,503,178,35
December 2025,odisha,nayagarh,401,34,0
December 2025,odisha,nuapada,231,71,0
December 2025,odisha,puri,552,81,0
December 2025,odisha,rayagada,238,81,1
December 2025,odisha,sambalpur,457,50,0
December 2025,odisha,sonepur,174,26,1
December 2025,odisha,sundargarh,684,102,4
December 2025,puducherry,karaikal,52,3,3
December 2025,puducherry,puducherry,218,13,13
December 2025,punjab,amritsar,660,94,48
December 2025,punjab,barnala,136,10,1
December 2025,punjab,bathinda,366,38,1
December 2025,punjab,faridkot,141,12,3
December 2025,punjab,fatehgarh sahib,133,26,1
December 2025,punjab,fazilka,249,49,5
December 2025,punjab,ferozepur,153,19,1
December 2025,punjab,gurdaspur,532,59,6
December 2025,punjab,hoshiarpur,422,26,69
December 2025,punjab,jalandhar,432,115,13
December 2025,punjab,kapurthala,150,29,160
December 2025,punjab,ludhiana,901,235,70
December 2025,punjab,malerkotla,130,15,3
December 2025,punjab,mansa,159,11,10
December 2025,punjab,moga,201,17,0
December 2025,punjab,pathankot,243,5,14
December 2025,punjab,patiala,481,55,17
December 2025,punjab,rupnagar,181,12,7
December 2025,punjab,sangrur,306,24,0
December 2025,punjab,shahid bhagat singh nagar,119,11,3
December 2025,punjab,sri muktsar sahib,170,20,2
December 2025,punjab,tarn taran,284,27,1
December 2025,rajasthan,ajmer,1277,416,6
December 2025,rajasthan,alwar,1849,905,35
December 2025,rajasthan,banswara,730,534,6
December 2025,rajasthan,baran,791,320,3
December 2025,rajasthan,barmer,1653,875,23
December 2025,rajasthan,beawar,1,0,0
December 2025,rajasthan,bharatpur,1269,942,12
December 2025,rajasthan,bhilwara,1107,516,24
December 2025,rajasthan,bikaner,918,808,16
December 2025,rajasthan,bundi,630,247,12
December 2025,rajasthan,chittorgarh,558,294,12
December 2025,rajasthan,churu,1129,623,8
December 2025,rajasthan,dausa,659,335,5
December 2025,rajasthan,deeg,8,23,0
December 2025,rajasthan,dholpur,625,371,5
December 2025,rajasthan,didwana kuchaman,2,0,0
December 2025,rajasthan,dungarpur,703,417,1
December 2025,rajasthan,ganganagar,1292,281,5
December 2025,rajasthan,hanumangarh,605,201,4
December 2025,rajasthan,jaipur,3023,1553,47
December 2025,rajasthan,jaisalmer,279,164,5
December 2025,rajasthan,jalore,1008,1164,8
December 2025,rajasthan,jhalawar,797,398,3
December 2025,rajasthan,jhunjhunu,953,309,7
December 2025,rajasthan,jodhpur,2083,913,107
December 2025,rajasthan,karauli,752,413,5
December 2025,rajasthan,kota,1083,293,1
December 2025,rajasthan,nagaur,1509,770,4
December 2025,rajasthan,pali,948,455,15
December 2025,rajasthan,pratapgarh,469,196,2
December 2025,rajasthan,rajsamand,482,235,4
