month,state_norm,district_resolved,bio_age_5_17,bio_age_17_
May 2025,madhya pradesh,ratlam,10135,6574
May 2025,madhya pradesh,rewa,19729,8248
May 2025,madhya pradesh,sagar,13782,7704
May 2025,madhya pradesh,satna,14010,7218
May 2025,madhya pradesh,sehore,8701,7423
May 2025,madhya pradesh,seoni,7207,5208
May 2025,madhya pradesh,shahdol,6223,4920
May 2025,madhya pradesh,shajapur,9285,7605
May 2025,madhya pradesh,sheopur,5608,2771
May 2025,madhya pradesh,shivpuri,12507,6663
May 2025,madhya pradesh,sidhi,12495,4528
May 2025,madhya pradesh,singrauli,11020,2964
May 2025,madhya pradesh,tikamgarh,13118,7236
May 2025,madhya pradesh,ujjain,9806,6639
May 2025,madhya pradesh,umaria,2665,1952
May 2025,madhya pradesh,vidisha,8890,6068
May 2025,maharashtra,akola,4847,14365
May 2025,maharashtra,amravati,8696,25649
May 2025,maharashtra,beed,8378,19884
May 2025,maharashtra,bhandara,2463,8202
May 2025,maharashtra,buldhana,5989,14168
May 2025,maharashtra,chandrapur,6205,17308
May 2025,maharashtra,chhatrapati sambhajinagar,119,458
May 2025,maharashtra,dharashiv,12,44
May 2025,maharashtra,dhule,7137,14966
May 2025,maharashtra,gadchiroli,3105,8605
May 2025,maharashtra,gondia,2717,6983
May 2025,maharashtra,hingoli,3574,8537
May 2025,maharashtra,jalgaon,12305,30929
May 2025,maharashtra,jalna,5279,13214
May 2025,maharashtra,kolhapur,11630,19495
May 2025,maharashtra,latur,7842,28794
May 2025,maharashtra,mumbai,14123,31216
May 2025,maharashtra,mumbai suburban,8945,8965
May 2025,maharashtra,nagpur,12341,27562
May 2025,maharashtra,nanded,8711,25421
May 2025,maharashtra,nandurbar,6834,17456
May 2025,maharashtra,nashik,15830,34979
May 2025,maharashtra,palghar,9368,9054
May 2025,maharashtra,parbhani,6247,14276
May 2025,maharashtra,pune,27138,34384
May 2025,maharashtra,raigad,303,1130
May 2025,maharashtra,ratnagiri,4055,7555
May 2025,maharashtra,sangli,6910,13750
May 2025,maharashtra,satara,7704,11503
May 2025,maharashtra,sindhudurg,1494,2406
May 2025,maharashtra,solapur,12393,25168
May 2025,maharashtra,thane,19874,39799
May 2025,maharashtra,wardha,2949,9005
May 2025,maharashtra,washim,3295,10789
May 2025,maharashtra,yavatmal,6927,23720
May 2025,manipur,bishnupur,895,531
May 2025,manipur,chandel,327,308
May 2025,manipur,churachandpur,666,752
May 2025,manipur,imphal east,1500,1170
May 2025,manipur,imphal west,1611,1244
May 2025,manipur,jiribam,28,229
May 2025,manipur,kakching,83,54
May 2025,manipur,senapati,701,1258
May 2025,manipur,tamenglong,273,446
May 2025,manipur,thoubal,1534,1147
May 2025,manipur,ukhrul,411,634
May 2025,meghalaya,east garo hills,154,311
May 2025,meghalaya,east jaintia hills,168,100
May 2025,meghalaya,east khasi hills,838,1732
May 2025,meghalaya,north garo hills,92,55
May 2025,meghalaya,ri bhoi,222,223
May 2025,meghalaya,south garo hills,56,125
May 2025,meghalaya,south west garo hills,230,291
May 2025,meghalaya,south west khasi hills,365,119
May 2025,meghalaya,west garo hills,1022,3790
May 2025,meghalaya,west jaintia hills,401,227
May 2025,meghalaya,west khasi hills,335,370
May 2025,mizoram,aizawl,1038,887
May 2025,mizoram,champhai,656,346
May 2025,mizoram,kolasib,377,268
May 2025,mizoram,lawngtlai,583,544
May 2025,mizoram,lunglei,1048,591
May 2025,mizoram,mamit,622,186
May 2025,mizoram,serchhip,232,239
May 2025,nagaland,chumoukedima,36,102
May 2025,nagaland,dimapur,550,2092
May 2025,nagaland,kiphire,268,471
May 2025,nagaland,kohima,231,1575
May 2025,nagaland,longleng,60,203
May 2025,nagaland,mokokchung,160,1241
May 2025,nagaland,mon,398,986
May 2025,nagaland,niuland,14,30
May 2025,nagaland,noklak,27,96
May 2025,nagaland,peren,165,545
May 2025,nagaland,phek,154,1094
May 2025,nagaland,tseminyu,19,55
May 2025,nagaland,tuensang,265,1384
May 2025,nagaland,wokha,160,776
May 2025,nagaland,zunheboto,99,911
May 2025,odisha,angul,3685,4471
May 2025,odisha,balangir,5403,5212
May 2025,odisha,bargarh,3673,4914
May 2025,odisha,bhadrak,4829,4970
May 2025,odisha,boudh,1100,1416
May 2025,odisha,cuttack,7329,9848
May 2025,odisha,dhenkanal,3908,5083
May 2025,odisha,gajapati,3404,3637
May 2025,odisha,ganjam,13224,11705
May 2025,odisha,jagatsinghapur,2735,3606
May 2025,odisha,jajpur,6102,5715
May 2025,odisha,jharsuguda,1322,1497
May 2025,odisha,kalahandi,4081,6162
May 2025,odisha,kandhamal,3042,3395
May 2025,odisha,kendrapara,4115,4911
May 2025,odisha,khordha,5387,6804
May 2025,odisha,koraput,4472,5755
May 2025,odisha,malkangiri,2683,2328
May 2025,odisha,mayurbhanj,9915,11102
May 2025,odisha,nabarangpur,5652,5744
May 2025,odisha,nayagarh,3146,4285
May 2025,odisha,nuapada,1883,2542
May 2025,odisha,puri,3900,4558
May 2025,odisha,rayagada,3326,3059
May 2025,odisha,sambalpur,2799,3167
May 2025,odisha,sonepur,1792,1372
May 2025,odisha,sundargarh,7319,7594
May 2025,puducherry,karaikal,567,853
May 2025,puducherry,puducherry,1664,1225
May 2025,punjab,amritsar,4809,12680
May 2025,punjab,barnala,1426,2412
May 2025,punjab,bathinda,3280,6189
May 2025,punjab,faridkot,1756,2828
May 2025,punjab,fatehgarh sahib,1324,2490
May 2025,punjab,fazilka,2615,3900
May 2025,punjab,ferozepur,1719,3471
May 2025,punjab,gurdaspur,3494,9071
May 2025,punjab,hoshiarpur,3279,7156
May 2025,punjab,jalandhar,4547,11979
May 2025,punjab,kapurthala,1762,5143
May 2025,punjab,ludhiana,8273,15090
May 2025,punjab,malerkotla,696,1246
May 2025,punjab,mansa,2309,4700
May 2025,punjab,moga,2535,5081
May 2025,punjab,pathankot,953,1554
May 2025,punjab,patiala,7008,8087
May 2025,punjab,rupnagar,1581,3548
May 2025,punjab,sangrur,3507,5546
May 2025,punjab,shahid bhagat singh nagar,1455,2209
May 2025,punjab,sri muktsar sahib,1859,3299
May 2025,punjab,tarn taran,2384,6834
May 2025,rajasthan,ajmer,4645,6589
May 2025,rajasthan,alwar,7561,10382
May 2025,rajasthan,banswara,2205,3712
May 2025,rajasthan,baran,2119,3301
May 2025,rajasthan,barmer,5786,7592
May 2025,rajasthan,bharatpur,4546,6419
May 2025,rajasthan,bhilwara,3291,4164
May 2025,rajasthan,bikaner,3428,6913
May 2025,rajasthan,bundi,1915,2780
May 2025,rajasthan,chittorgarh,2122,2567
May 2025,rajasthan,churu,3930,6946
May 2025,rajasthan,dausa,3437,4940
May 2025,rajasthan,dholpur,3239,2816
May 2025,rajasthan,dungarpur,2128,3100
May 2025,rajasthan,ganganagar,3100,6370
May 2025,rajasthan,hanumangarh,2730,5715
May 2025,rajasthan,jaipur,12897,22745
May 2025,rajasthan,jaisalmer,1218,1954
May 2025,rajasthan,jalore,2775,4881
May 2025,rajasthan,jhalawar,1688,3065
May 2025,rajasthan,jhunjhunu,3202,7058
May 2025,rajasthan,jodhpur,7037,11109
May 2025,rajasthan,karauli,3996,3254
May 2025,rajasthan,kota,2917,4564
May 2025,rajasthan,nagaur,7766,11141
May 2025,rajasthan,pali,4638,8816
May 2025,rajasthan,pratapgarh,1573,1989
May 2025,rajasthan,rajsamand,2012,2688
May 2025,rajasthan,sawai madhopur,2957,3667
May 2025,rajasthan,sikar,6620,9884
May 2025,rajasthan,sirohi,2157,3583
May 2025,rajasthan,tonk,2736,3996
May 2025,rajasthan,udaipur,5502,7488
May 2025,tamil nadu,ariyalur,3288,5623
May 2025,tamil nadu,chengalpattu,246,244
May 2025,tamil nadu,chennai,10494,14069
May 2025,tamil nadu,coimbatore,11391,18515
May 2025,tamil nadu,cuddalore,9753,8580
May 2025,tamil nadu,dharmapuri,5269,3623
May 2025,tamil nadu,dindigul,6447,13730
May 2025,tamil nadu,erode,6144,9260
May 2025,tamil nadu,kallakurichi,235,267
May 2025,tamil nadu,kancheepuram,12512,12815
May 2025,tamil nadu,kanniyakumari,6134,5795
May 2025,tamil nadu,karur,3015,3114
May 2025,tamil nadu,krishnagiri,6711,4807
May 2025,tamil nadu,madurai,10264,12920
May 2025,tamil nadu,mayiladuthurai,61,16
May 2025,tamil nadu,nagapattinam,4350,4403
May 2025,tamil nadu,namakkal,4830,8230
May 2025,tamil nadu,perambalur,3395,2814
May 2025,tamil nadu,pudukkottai,6212,7897
May 2025,tamil nadu,ramanathapuram,5613,6345
May 2025,tamil nadu,salem,11295,13534
May 2025,tamil nadu,sivaganga,4581,4940
May 2025,tamil nadu,tenkasi,169,156
May 2025,tamil nadu,thanjavur,6270,11725
May 2025,tamil nadu,the nilgiris,2255,2325
May 2025,tamil nadu,theni,4675,5234
May 2025,tamil nadu,thiruvallur,12916,12731
May 2025,tamil nadu,thiruvarur,2306,3829
May 2025,tamil nadu,thoothukkudi,4809,7408
May 2025,tamil nadu,tiruchirappalli,7749,13335
May 2025,tamil nadu,tirunelveli,7143,11212
May 2025,tamil nadu,tirupathur,587,324
May 2025,tamil nadu,tiruppur,8344,9137
May 2025,tamil nadu,tiruvannamalai,8800,6099
May 2025,tamil nadu,vellore,8950,9217
May 2025,tamil nadu,viluppuram,9351,8881
May 2025,tamil nadu,virudhunagar,5832,6712
May 2025,telangana,adilabad,4366,2628
May 2025,telangana,bhadradri kothagudem,768,637
May 2025,telangana,hanumakonda,211,812
May 2025,telangana,hyderabad,11273,10381
May 2025,telangana,jagitial,632,450
May 2025,telangana,jangoan,197,207
May 2025,telangana,jayashankar bhupalapally,224,258
May 2025,telangana,jogulamba gadwal,438,518
May 2025,telangana,kamareddy,530,556
May 2025,telangana,karimnagar,10235,6136
May 2025,telangana,khammam,4718,1750
May 2025,telangana,mahabubabad,479,398
May 2025,telangana,mahabubnagar,10931,7444
May 2025,telangana,mancherial,651,504
May 2025,telangana,medak,6326,4874
May 2025,telangana,medchal malkajgiri,1259,1794
May 2025,telangana,mulugu,310,276
May 2025,telangana,nagarkurnool,564,397
May 2025,telangana,nalgonda,9860,5568
May 2025,telangana,narayanpet,193,213
May 2025,telangana,nirmal,397,474
May 2025,telangana,nizamabad,6063,4904
May 2025,telangana,peddapalli,278,363
May 2025,telangana,rajanna sircilla,386,322
May 2025,telangana,ranga reddy,70,213
May 2025,telangana,sangareddy,964,709
May 2025,telangana,siddipet,511,316
May 2025,telangana,suryapet,919,1110
May 2025,telangana,vikarabad,591,465
May 2025,telangana,wanaparthy,474,501
May 2025,telangana,warangal,6772,3636
May 2025,tripura,dhalai,2334,1623
May 2025,tripura,gomati,998,306
May 2025,tripura,khowai,683,266
May 2025,tripura,north tripura,1636,2476
May 2025,tripura,sepahijala,1374,668
May 2025,tripura,south tripura,2200,3539
May 2025,tripura,unakoti,1228,372
May 2025,tripura,west tripura,3376,6890
May 2025,uttar pradesh,agra,19333,9245
May 2025,uttar pradesh,aligarh,19473,5828
May 2025,uttar pradesh,ambedkar nagar,4252,3498
May 2025,uttar pradesh,amethi,8213,3504
May 2025,uttar pradesh,amroha,9789,2787
May 2025,uttar pradesh,auraiya,5379,2137
May 2025,uttar pradesh,ayodhya,386,490
May 2025,uttar pradesh,azamgarh,9563,8009
May 2025,uttar pradesh,baghpat,3738,1976
May 2025,uttar pradesh,bahraich,14316,4724
May 2025,uttar pradesh,ballia,9215,5932
May 2025,uttar pradesh,balrampur,5784,3234
May 2025,uttar pradesh,banda,5582,3035
May 2025,uttar pradesh,bara banki,12134,5094
May 2025,uttar pradesh,bareilly,19714,6883
May 2025,uttar pradesh,basti,7759,4102
May 2025,uttar pradesh,bhadohi,333,292
May 2025,uttar pradesh,bijnor,15240,7800
May 2025,uttar pradesh,budaun,7218,3058
May 2025,uttar pradesh,bulandshahr,17926,5255
May 2025,uttar pradesh,chandauli,6024,2900
May 2025,uttar pradesh,chitrakoot,4951,2014
May 2025,uttar pradesh,deoria,9476,5853
May 2025,uttar pradesh,etah,11242,2447
May 2025,uttar pradesh,etawah,6106,2785
May 2025,uttar pradesh,farrukhabad,6515,2114
May 2025,uttar pradesh,fatehpur,7529,4783
May 2025,uttar pradesh,firozabad,12496,3316
May 2025,uttar pradesh,gautam buddha nagar,5563,5199
May 2025,uttar pradesh,ghaziabad,13551,11150
May 2025,uttar pradesh,ghazipur,9778,5712
May 2025,uttar pradesh,gonda,9092,5299
May 2025,uttar pradesh,gorakhpur,7632,9803
May 2025,uttar pradesh,hamirpur,2703,1758
May 2025,uttar pradesh,hapur,3530,1885
May 2025,uttar pradesh,hardoi,17625,5669
May 2025,uttar pradesh,hathras,8660,2155
May 2025,uttar pradesh,jalaun,4932,3025
May 2025,uttar pradesh,jaunpur,11317,6959
May 2025,uttar pradesh,jhansi,6462,4314
May 2025,uttar pradesh,kannauj,5736,2040
May 2025,uttar pradesh,kanpur dehat,6873,2107
May 2025,uttar pradesh,kanpur nagar,9393,10813
May 2025,uttar pradesh,kasganj,6215,2130
May 2025,uttar pradesh,kaushambi,11295,2012
May 2025,uttar pradesh,kheri,10615,4323
May 2025,uttar pradesh,kushinagar,7693,6395
May 2025,uttar pradesh,lalitpur,3420,2509
May 2025,uttar pradesh,lucknow,12945,10891
May 2025,uttar pradesh,mahoba,2569,1192
May 2025,uttar pradesh,mahrajganj,5024,4153
May 2025,uttar pradesh,mainpuri,6433,2568
May 2025,uttar pradesh,mathura,9243,4382
May 2025,uttar pradesh,mau,4313,3847
May 2025,uttar pradesh,meerut,11034,7199
May 2025,uttar pradesh,mirzapur,8407,3269
May 2025,uttar pradesh,moradabad,10658,5928
May 2025,uttar pradesh,muzaffarnagar,13303,6068
May 2025,uttar pradesh,pilibhit,13196,4025
May 2025,uttar pradesh,pratapgarh,9562,5244
May 2025,uttar pradesh,prayagraj,1360,1206
May 2025,uttar pradesh,rae bareli,9465,4443
May 2025,uttar pradesh,rampur,9983,4129
May 2025,uttar pradesh,saharanpur,12000,8147
May 2025,uttar pradesh,sambhal,8790,2357
May 2025,uttar pradesh,sant kabir nagar,4712,3388
May 2025,uttar pradesh,shahjahanpur,11931,3592
May 2025,uttar pradesh,shamli,7928,3876
May 2025,uttar pradesh,shrawasti,3846,1855
May 2025,uttar pradesh,siddharthnagar,5460,3691
May 2025,uttar pradesh,sitapur,26291,6654
May 2025,uttar pradesh,sonbhadra,5976,2883
May 2025,uttar pradesh,sultanpur,4920,3567
May 2025,uttar pradesh,unnao,11611,6275
May 2025,uttar pradesh,varanasi,12745,8747
May 2025,uttarakhand,almora,1134,1546
May 2025,uttarakhand,bageshwar,681,1962
May 2025,uttarakhand,chamoli,858,1451
May 2025,uttarakhand,champawat,849,1125
May 2025,uttarakhand,dehradun,3758,6884
May 2025,uttarakhand,haridwar,5031,5134
May 2025,uttarakhand,nainital,2371,3326
May 2025,uttarakhand,pauri garhwal,1417,2043
May 2025,uttarakhand,pithoragarh,1014,1622
May 2025,uttarakhand,rudraprayag,638,1250
May 2025,uttarakhand,tehri garhwal,1344,2772
May 2025,uttarakhand,udham singh nagar,6224,6353
May 2025,uttarakhand,uttarkashi,972,1163
May 2025,west bengal,alipurduar,454,490
May 2025,west bengal,bankura,6792,5331
May 2025,west bengal,birbhum,5958,6296
May 2025,west bengal,cooch behar,2548,3213
May 2025,west bengal,dakshin dinajpur,2070,2188
May 2025,west bengal,darjeeling,1693,3139
May 2025,west bengal,hooghly,9445,10873
May 2025,west bengal,howrah,5192,7400
May 2025,west bengal,jalpaiguri,3770,5726
May 2025,west bengal,jhargram,177,257
May 2025,west bengal,kalimpong,34,24
May 2025,west bengal,kolkata,3322,8352
May 2025,west bengal,malda,4181,6592
May 2025,west bengal,murshidabad,10714,13442
May 2025,west bengal,nadia,6885,8781
May 2025,west bengal,north parganas,11231,15085
May 2025,west bengal,paschim bardhaman,450,1037
May 2025,west bengal,paschim medinipur,7812,7652
May 2025,west bengal,purba bardhaman,542,1012
May 2025,west bengal,purba medinipur,8040,7193
May 2025,west bengal,purulia,4454,6269
May 2025,west bengal,south parganas,12468,13241
May 2025,west bengal,uttar dinajpur,3599,5378
June 2025,andaman and nicobar islands,nicobars,61,75
June 2025,andaman and nicobar islands,north and middle andaman,292,453
June 2025,andaman and nicobar islands,south andamans,481,442
June 2025,andhra pradesh,alluri sitharama raju,1717,1219
June 2025,andhra pradesh,anakapalli,579,449
June 2025,andhra pradesh,ananthapuramu,22680,5402
June 2025,andhra pradesh,annamayya,903,507
June 2025,andhra pradesh,bapatla,822,465
June 2025,andhra pradesh,chittoor,21156,9672
June 2025,andhra pradesh,dr b r ambedkar konaseema,668,528
June 2025,andhra pradesh,east godavari,30081,12219
June 2025,andhra pradesh,eluru,899,693
June 2025,andhra pradesh,guntur,28176,13524
June 2025,andhra pradesh,kakinada,1091,690
June 2025,andhra pradesh,krishna,20590,10292
June 2025,andhra pradesh,kurnool,34015,13321
June 2025,andhra pradesh,nandyal,1222,735
June 2025,andhra pradesh,palnadu,1400,705
June 2025,andhra pradesh,parvathipuram manyam,1058,879
June 2025,andhra pradesh,prakasam,23007,10067
June 2025,andhra pradesh,sri potti sriramulu nellore,1231,653
June 2025,andhra pradesh,sri sathya sai,1080,724
June 2025,andhra pradesh,srikakulam,15707,9101
June 2025,andhra pradesh,tirupati,935,722
June 2025,andhra pradesh,visakhapatnam,29728,15240
June 2025,andhra pradesh,vizianagaram,13716,7158
June 2025,andhra pradesh,west godavari,21049,10030
June 2025,arunachal pradesh,anjaw,50,58
June 2025,arunachal pradesh,changlang,386,288
June 2025,arunachal pradesh,dibang valley,19,17
June 2025,arunachal pradesh,east kameng,228,194
June 2025,arunachal pradesh,east siang,127,121
June 2025,arunachal pradesh,kamle,10,15
June 2025,arunachal pradesh,kra daadi,73,56
June 2025,arunachal pradesh,kurung kumey,88,201
June 2025,arunachal pradesh,lohit,116,270
June 2025,arunachal pradesh,longding,141,136
June 2025,arunachal pradesh,lower dibang valley,118,113
June 2025,arunachal pradesh,lower subansiri,108,129
June 2025,arunachal pradesh,namsai,484,414
June 2025,arunachal pradesh,papum pare,322,559
June 2025,arunachal pradesh,shi yomi,20,14
June 2025,arunachal pradesh,siang,76,53
June 2025,arunachal pradesh,tawang,99,70
June 2025,arunachal pradesh,tirap,100,88
June 2025,arunachal pradesh,upper siang,59,50
June 2025,arunachal pradesh,upper subansiri,260,219
June 2025,arunachal pradesh,west kameng,279,489
June 2025,arunachal pradesh,west siang,236,185
June 2025,assam,baksa,687,453
June 2025,assam,barpeta,5269,2303
June 2025,assam,biswanath,448,307
June 2025,assam,bongaigaon,1466,1039
June 2025,assam,cachar,2385,2077
June 2025,assam,charaideo,739,258
June 2025,assam,chirang,2909,799
June 2025,assam,darrang,1105,1010
June 2025,assam,dhemaji,779,658
June 2025,assam,dhubri,2047,1607
June 2025,assam,dibrugarh,1441,1138
June 2025,assam,goalpara,953,949
June 2025,assam,golaghat,860,774
June 2025,assam,hailakandi,2335,708
June 2025,assam,hojai,789,1082
June 2025,assam,jorhat,553,518
June 2025,assam,kamrup,1688,1211
June 2025,assam,kamrup metro,977,1161
June 2025,assam,karbi anglong,1265,854
June 2025,assam,kokrajhar,1208,1002
June 2025,assam,lakhimpur,791,787
June 2025,assam,majuli,116,90
June 2025,assam,marigaon,984,1203
June 2025,assam,nagaon,2008,5325
June 2025,assam,nalbari,516,439
June 2025,assam,sonitpur,1071,1074
June 2025,assam,south salmara mancachar,246,153
June 2025,assam,tinsukia,1221,907
June 2025,assam,udalguri,761,714
June 2025,assam,west karbi anglong,37,67
June 2025,bihar,araria,6297,6897
June 2025,bihar,arwal,1400,1612
June 2025,bihar,aurangabad,5322,4916
June 2025,bihar,banka,5242,4681
June 2025,bihar,begusarai,6868,6698
June 2025,bihar,bhagalpur,6635,7081
June 2025,bihar,bhojpur,4660,5672
June 2025,bihar,buxar,2962,3458
June 2025,bihar,darbhanga,9869,10551
June 2025,bihar,gaya,9699,8991
June 2025,bihar,gopalganj,4991,5961
June 2025,bihar,jamui,4149,3385
June 2025,bihar,jehanabad,1798,1986
June 2025,bihar,kaimur bhabua,4348,4208
June 2025,bihar,katihar,10483,11190
June 2025,bihar,khagaria,3699,3615
June 2025,bihar,kishanganj,5102,8010
June 2025,bihar,lakhisarai,2279,2513
June 2025,bihar,madhepura,5282,5323
June 2025,bihar,madhubani,10929,12131
June 2025,bihar,munger,2341,2889
June 2025,bihar,muzaffarpur,10149,11006
June 2025,bihar,nalanda,5457,7096
June 2025,bihar,nawada,4748,4782
June 2025,bihar,patna,11445,12409
June 2025,bihar,purnia,18137,12252
June 2025,bihar,rohtas,5400,6526
June 2025,bihar,saharsa,3919,5634
June 2025,bihar,samastipur,9322,9529
June 2025,bihar,saran,7037,8676
June 2025,bihar,sheikhpura,1830,2314
June 2025,bihar,sheohar,1427,1825
June 2025,bihar,sitamarhi,9950,9291
June 2025,bihar,siwan,5849,7052
June 2025,bihar,supaul,4402,5428
June 2025,bihar,vaishali,7408,9470
June 2025,chandigarh,chandigarh,2184,3046
June 2025,chhattisgarh,balod,2672,9224
June 2025,chhattisgarh,bastar,2758,9334
June 2025,chhattisgarh,bemetara,3562,13006
June 2025,chhattisgarh,bijapur,1061,2280
June 2025,chhattisgarh,bilaspur,5831,17701
June 2025,chhattisgarh,dakshin bastar dantewada,893,3014
June 2025,chhattisgarh,dhamtari,2370,10224
